product_id,category,subcategory,brand,season_tag,mrp,profit_margin_pct,supplier_name,stock_level
303,Cooling Appliances,Fan,BharatPro,Summer,89804.33,17.5,"Walla, Raja and Bahl",603
304,Cooling Appliances,Fan,UrbanX,Summer,88086.45,26.99,Mammen-Viswanathan,4816
305,Cooling Appliances,Fan,UrbanX,Summer,5798.11,24.11,Ben and Sons,1484
306,Cooling Appliances,Refrigerator,Zenith,Summer,75992.43,33.4,Kaur and Sons,566
307,Cooling Appliances,Refrigerator,Nova,Summer,35566.39,6.53,"Pathak, Pillay and Suresh",1684
308,Cooling Appliances,AC,BharatPro,Summer,112037.83,23.04,Chahal and Sons,4498
309,Cooling Appliances,Refrigerator,BharatPro,Summer,4876.18,27.64,"Saxena, Prasad and Pai",2393
310,Cooling Appliances,Fan,Nova,Summer,103962.89,16.62,Bakshi and Sons,1069
311,Cooling Appliances,Fan,Zenith,Summer,106793.64,31.02,"D’Alia, Kamdar and Kanda",3217
312,Cooling Appliances,Fan,UrbanX,Summer,59796.29,22.41,"Gulati, Dhawan and More",4303
313,Cooling Appliances,Fan,Nova,Summer,87386.22,7.76,Boase and Sons,4985
314,Cooling Appliances,Cooler,PrimeTech,Summer,35605.09,8.59,Pant-Walla,2736
315,Cooling Appliances,Fan,BharatPro,Summer,53786.93,30.12,"Dasgupta, Dhingra and Dalal",1415
316,Cooling Appliances,Refrigerator,BharatPro,Summer,53931.99,30.44,Ratta PLC,2938
317,Cooling Appliances,Refrigerator,BharatPro,Summer,76916.58,32.7,"Saran, Mistry and Nayar",519
318,Cooling Appliances,AC,Zenith,Summer,43915.68,33.04,Borra-Kar,1360
319,Cooling Appliances,AC,UrbanX,Summer,101915.98,28.73,"Shan, Chaudry and Shah",3639
320,Cooling Appliances,AC,UrbanX,Summer,8534.39,32.25,Singhal-Din,3050
321,Cooling Appliances,Fan,Zenith,Summer,113961.32,6.13,Gole Ltd,1306
322,Cooling Appliances,Refrigerator,BharatPro,Summer,44955.6,31.71,Trivedi-Samra,4751
323,Cooling Appliances,Cooler,PrimeTech,Summer,44350.52,16.0,Gour-Ranganathan,2333
324,Cooling Appliances,Cooler,Nova,Summer,3596.64,11.51,"Krish, D’Alia and Kata",4291
325,Cooling Appliances,Refrigerator,PrimeTech,Summer,14572.44,32.12,Baral Inc,3705
326,Cooling Appliances,Cooler,PrimeTech,Summer,34626.44,37.08,"Randhawa, Suresh and Rout",4073
327,Cooling Appliances,Cooler,Nova,Summer,16719.55,7.59,Raval-Savant,1464
328,Cooling Appliances,Refrigerator,Nova,Summer,97356.33,38.86,Jhaveri-Nigam,2668
329,Cooling Appliances,Fan,Nova,Summer,66224.66,15.16,Singhal-Merchant,2507
330,Cooling Appliances,Cooler,UrbanX,Summer,95346.72,22.81,"Khurana, Chaudry and Radhakrishnan",1044
331,Cooling Appliances,Cooler,UrbanX,Summer,28789.97,22.29,Roy and Sons,3006
332,Cooling Appliances,Fan,Zenith,Summer,96537.58,24.31,"Hegde, Walla and Rai",756
333,Cooling Appliances,AC,BharatPro,Summer,48080.12,30.09,"Sharaf, Verma and Barman",3971
334,Cooling Appliances,Refrigerator,Zenith,Summer,98889.06,7.58,Morar-Bail,2647
335,Cooling Appliances,AC,Zenith,Summer,56167.07,23.11,Chopra-Minhas,1101
336,Cooling Appliances,Cooler,UrbanX,Summer,52197.89,36.87,Dubey Group,503
337,Cooling Appliances,AC,PrimeTech,Summer,18785.35,10.76,Nori-Sant,2693
338,Cooling Appliances,Cooler,BharatPro,Summer,113724.23,23.16,Mital-Rout,2376
339,Cooling Appliances,AC,BharatPro,Summer,23958.08,38.47,"Nigam, Sharma and Sathe",2298
340,Cooling Appliances,Cooler,BharatPro,Summer,73924.18,8.27,Cherian-Kar,1431
341,Cooling Appliances,Cooler,UrbanX,Summer,79218.58,30.22,Joshi-Tandon,2815
342,Cooling Appliances,AC,Nova,Summer,10206.13,38.2,Divan Group,4774
343,Cooling Appliances,Fan,UrbanX,Summer,92151.6,19.58,"Sethi, Gokhale and Sarraf",298
344,Cooling Appliances,Refrigerator,PrimeTech,Summer,35115.76,38.48,Bhandari-Kothari,4006
345,Cooling Appliances,Cooler,Zenith,Summer,36043.35,7.55,"Chowdhury, Gupta and Gala",540
346,Cooling Appliances,Cooler,Zenith,Summer,50166.8,21.26,Bahl PLC,2836
347,Cooling Appliances,Cooler,BharatPro,Summer,103447.47,16.18,Ahuja PLC,2879
348,Cooling Appliances,Refrigerator,UrbanX,Summer,91399.47,23.02,Krishna-Sami,919
349,Cooling Appliances,Fan,UrbanX,Summer,56243.47,14.36,Krishnan-Radhakrishnan,2080
350,Cooling Appliances,Cooler,Nova,Summer,6547.33,38.09,Keer Inc,3475
351,Cooling Appliances,Cooler,UrbanX,Summer,97710.6,37.68,"Borra, Pathak and Misra",2611
352,Cooling Appliances,Cooler,UrbanX,Summer,60042.73,23.02,Bhargava-Aggarwal,4135
353,Cooling Appliances,Fan,Zenith,Summer,3269.57,38.08,"Singh, Sahota and Karan",4190
354,Cooling Appliances,Refrigerator,UrbanX,Summer,26209.76,17.35,"Dhawan, Sampath and Pall",464
355,Cooling Appliances,Fan,Zenith,Summer,71903.49,34.5,Cherian and Sons,3905
356,Cooling Appliances,Fan,PrimeTech,Summer,1477.2,8.76,"Oommen, Sethi and Khatri",1147
357,Cooling Appliances,Fan,BharatPro,Summer,91780.88,17.81,Thaker-Nagarajan,3331
358,Cooling Appliances,AC,PrimeTech,Summer,67637.12,17.69,"Gala, Gupta and Dhar",2414
359,Cooling Appliances,AC,Zenith,Summer,60758.54,31.75,Khalsa-Bera,2341
360,Cooling Appliances,AC,UrbanX,Summer,117022.4,18.79,Amble-Dixit,2827
361,Cooling Appliances,Fan,UrbanX,Summer,24287.42,22.82,Sandhu-Varughese,4146
362,Cooling Appliances,AC,Nova,Summer,5150.22,29.98,Vora and Sons,3930
363,Cooling Appliances,Refrigerator,UrbanX,Summer,72948.13,23.04,Grover-Ratta,2736
364,Cooling Appliances,Fan,UrbanX,Summer,47458.07,26.58,"Raja, Kibe and Bala",2501
365,Cooling Appliances,Fan,PrimeTech,Summer,99480.58,23.63,"Brahmbhatt, Mander and Banik",4661
366,Cooling Appliances,Fan,Zenith,Summer,97981.99,17.89,Agarwal-Wagle,947
367,Cooling Appliances,Refrigerator,PrimeTech,Summer,37267.5,36.46,Buch-Yadav,268
368,Cooling Appliances,Refrigerator,BharatPro,Summer,116064.95,32.4,Kar-Trivedi,4788
369,Cooling Appliances,Cooler,Nova,Summer,70231.03,10.97,Nadkarni-Lal,3164
370,Cooling Appliances,Cooler,UrbanX,Summer,4272.68,38.19,"Thaker, Dey and Jha",950
371,Cooling Appliances,Cooler,Nova,Summer,53204.11,19.66,"Bumb, Ganguly and Seshadri",3432
372,Cooling Appliances,Cooler,Zenith,Summer,60467.43,26.4,Choudhry-Sridhar,3913
373,Cooling Appliances,AC,UrbanX,Summer,62482.64,24.63,Salvi-Nigam,3968
374,Cooling Appliances,Refrigerator,BharatPro,Summer,114823.92,21.09,"Panchal, Kakar and Taneja",4417
375,Cooling Appliances,Fan,PrimeTech,Summer,42837.3,32.02,Joshi PLC,2215
376,Cooling Appliances,Refrigerator,UrbanX,Summer,114901.82,14.77,Naik Ltd,2495
377,Cooling Appliances,Cooler,BharatPro,Summer,92655.33,29.67,Aurora-Upadhyay,4055
378,Cooling Appliances,Fan,Zenith,Summer,42181.98,37.68,Das-Basak,2290
379,Cooling Appliances,Fan,Nova,Summer,69030.48,24.01,"Sura, Baria and Misra",3282
380,Cooling Appliances,Fan,UrbanX,Summer,35209.09,15.07,"Sastry, Baral and Luthra",697
381,Cooling Appliances,Fan,Zenith,Summer,78888.66,31.16,"Khare, Chahal and Jani",1802
382,Cooling Appliances,Cooler,PrimeTech,Summer,32900.36,24.67,"Prabhu, Pau and Badal",2275
383,Cooling Appliances,Cooler,Nova,Summer,74073.41,25.54,Bandi-Lala,2036
384,Cooling Appliances,AC,PrimeTech,Summer,27467.76,13.15,"Hari, Wali and Bhatia",870
385,Cooling Appliances,Refrigerator,BharatPro,Summer,86224.29,8.52,Bava Group,1176
386,Cooling Appliances,AC,PrimeTech,Summer,117360.33,10.53,"Sura, Sen and Walla",3946
387,Cooling Appliances,Refrigerator,UrbanX,Summer,90831.37,15.05,Maharaj Inc,2388
388,Cooling Appliances,AC,Nova,Summer,78449.7,13.13,Kaul Group,355
389,Cooling Appliances,Cooler,Zenith,Summer,105928.27,11.15,"Taneja, Sha and Kunda",347
390,Cooling Appliances,Refrigerator,Zenith,Summer,22764.24,31.22,Narayan LLC,2421
391,Cooling Appliances,AC,Nova,Summer,36157.87,26.1,Brahmbhatt PLC,2794
392,Cooling Appliances,Fan,Zenith,Summer,118697.39,24.02,Ramesh PLC,4096
393,Cooling Appliances,Cooler,PrimeTech,Summer,56428.48,11.75,Grover-Bhardwaj,972
394,Cooling Appliances,Fan,UrbanX,Summer,87868.75,27.69,Dugar-Biswas,1575
395,Cooling Appliances,AC,BharatPro,Summer,94996.74,24.87,Munshi-Randhawa,1632
396,Cooling Appliances,Cooler,PrimeTech,Summer,102809.51,36.4,Yohannan LLC,3553
397,Cooling Appliances,Fan,Nova,Summer,48399.57,8.34,"Kapoor, Lalla and Dixit",1201
398,Cooling Appliances,Refrigerator,BharatPro,Summer,112331.13,5.24,Barad Group,3192
399,Cooling Appliances,Cooler,Zenith,Summer,90573.92,38.39,Mital-Bose,2523
400,Cooling Appliances,AC,BharatPro,Summer,78615.16,29.25,Krishna-Lala,558
401,Winter Appliances,Heater,Zenith,Winter,37163.36,19.19,Sahni LLC,4166
402,Winter Appliances,Geyser,Nova,Winter,76826.0,37.92,Parmar-Kuruvilla,3060
403,Winter Appliances,Heater,UrbanX,Winter,114904.58,21.74,Sridhar-Nagar,3777
404,Winter Appliances,Geyser,Zenith,Winter,84381.92,36.95,Ganesh Ltd,4453
405,Winter Appliances,Heater,UrbanX,Winter,81800.86,25.85,Hans-Basak,720
406,Winter Appliances,Geyser,PrimeTech,Winter,84600.05,7.73,"Palan, Chatterjee and Raghavan",4671
407,Winter Appliances,Heater,Nova,Winter,99538.5,36.6,"Raghavan, Rajan and Ramaswamy",1706
408,Winter Appliances,Heater,UrbanX,Winter,39710.06,23.21,Khanna-Parekh,1002
409,Winter Appliances,Heater,PrimeTech,Winter,58914.94,36.46,Loyal-Chandran,3699
410,Winter Appliances,Heater,Zenith,Winter,16267.35,19.54,"Koshy, Sandhu and Tailor",4669
411,Winter Appliances,Heater,PrimeTech,Winter,55754.21,33.24,Mohan Ltd,228
412,Winter Appliances,Geyser,BharatPro,Winter,98066.16,31.1,Sheth PLC,4787
413,Winter Appliances,Heater,Nova,Winter,51131.84,29.51,Prakash-Shankar,4483
414,Winter Appliances,Heater,Nova,Winter,118343.4,21.52,"Shukla, Kale and Korpal",2401
415,Winter Appliances,Geyser,UrbanX,Winter,92392.16,31.8,Kashyap LLC,3493
416,Winter Appliances,Geyser,Zenith,Winter,54100.19,37.1,Andra PLC,3142
417,Winter Appliances,Geyser,Nova,Winter,82086.28,28.16,Doshi-Sanghvi,4467
418,Winter Appliances,Heater,BharatPro,Winter,14676.66,39.75,"Karpe, Om and Oak",3269
419,Winter Appliances,Heater,UrbanX,Winter,100261.18,31.47,"Bumb, Divan and Varty",2494
420,Winter Appliances,Geyser,PrimeTech,Winter,51183.3,18.27,Narang Group,1931
421,Winter Appliances,Heater,Zenith,Winter,41866.09,14.65,"Chada, Chatterjee and Amble",974
422,Winter Appliances,Heater,Zenith,Winter,73983.32,37.77,Puri Group,178
423,Winter Appliances,Heater,UrbanX,Winter,8541.26,25.79,Balan-Jain,3707
424,Winter Appliances,Heater,UrbanX,Winter,88994.66,19.08,Das-Oak,1969
425,Winter Appliances,Heater,Nova,Winter,17246.2,39.77,Jain Group,1968
426,Winter Appliances,Geyser,PrimeTech,Winter,71951.16,28.54,"Contractor, Sheth and Mangal",2676
427,Winter Appliances,Heater,BharatPro,Winter,105212.87,39.5,"Pathak, D’Alia and Nazareth",4320
428,Winter Appliances,Heater,Zenith,Winter,36409.86,7.13,"Samra, Yadav and Deol",4896
429,Winter Appliances,Heater,Zenith,Winter,66924.15,6.64,Aurora-Nayak,2871
430,Winter Appliances,Geyser,PrimeTech,Winter,38588.77,19.57,Lalla PLC,1272
431,Winter Appliances,Geyser,Zenith,Winter,22473.54,23.83,Koshy and Sons,2024
432,Winter Appliances,Heater,BharatPro,Winter,102976.18,10.05,Sarkar-Sane,3843
433,Winter Appliances,Heater,PrimeTech,Winter,49814.96,19.58,"Chawla, Bhat and Bhattacharyya",4391
434,Winter Appliances,Heater,Zenith,Winter,29521.59,12.12,Malhotra Group,697
435,Winter Appliances,Geyser,BharatPro,Winter,11549.45,30.36,Modi-Khurana,1610
436,Winter Appliances,Heater,BharatPro,Winter,45571.57,26.17,"Kamdar, Karnik and Kara",373
437,Winter Appliances,Heater,UrbanX,Winter,96655.75,25.57,Sangha-Pandey,4628
438,Winter Appliances,Heater,Zenith,Winter,25462.25,36.75,Saxena-Sachdeva,2533
439,Winter Appliances,Heater,UrbanX,Winter,112490.59,38.67,"Sane, Desai and Sankaran",1011
440,Winter Appliances,Geyser,UrbanX,Winter,83627.34,29.63,Mani-Rajagopalan,3299
441,Winter Appliances,Heater,PrimeTech,Winter,38932.99,14.91,Bajaj Ltd,3869
442,Winter Appliances,Geyser,BharatPro,Winter,31756.61,22.95,Prasad Inc,4123
443,Winter Appliances,Geyser,Nova,Winter,96436.59,30.28,"Sarin, Sridhar and Sagar",2673
444,Winter Appliances,Heater,BharatPro,Winter,37894.18,6.6,Chand Ltd,1862
445,Winter Appliances,Heater,Nova,Winter,31662.51,37.72,"Rai, Mittal and Majumdar",4794
446,Winter Appliances,Geyser,BharatPro,Winter,18713.16,16.55,Anne and Sons,3161
447,Winter Appliances,Heater,Zenith,Winter,66301.78,38.02,Kala-Sarin,2815
448,Winter Appliances,Geyser,Zenith,Winter,115997.74,27.46,Krishnan-Chakrabarti,4068
449,Winter Appliances,Geyser,UrbanX,Winter,88066.28,17.33,Date LLC,1196
450,Winter Appliances,Geyser,UrbanX,Winter,110069.48,23.97,De-Sastry,531
451,Winter Appliances,Heater,Nova,Winter,113449.98,28.39,Viswanathan-Munshi,102
452,Winter Appliances,Geyser,UrbanX,Winter,101184.09,13.1,Virk-Rai,1287
453,Winter Appliances,Heater,UrbanX,Winter,60935.08,18.06,"Singh, Dara and Johal",4008
454,Winter Appliances,Geyser,Nova,Winter,1290.18,24.31,Wali and Sons,147
455,Winter Appliances,Heater,PrimeTech,Winter,86802.03,23.75,Manda LLC,2398
456,Winter Appliances,Heater,PrimeTech,Winter,97672.29,28.59,Kibe LLC,1518
457,Winter Appliances,Heater,Nova,Winter,63164.06,13.43,"Choudhry, Bhandari and Char",4362
458,Winter Appliances,Geyser,BharatPro,Winter,32445.31,18.89,"Wagle, Nadig and Sagar",3106
459,Winter Appliances,Geyser,Zenith,Winter,68017.76,39.66,"Khanna, Bahl and Panchal",1900
460,Winter Appliances,Geyser,Nova,Winter,78621.42,35.04,"Bal, Tailor and Agate",309
461,Winter Appliances,Heater,Zenith,Winter,45822.05,24.34,"Buch, Kadakia and Choudhury",509
462,Winter Appliances,Heater,UrbanX,Winter,10380.99,34.59,"Dayal, Banerjee and Sanghvi",2763
463,Winter Appliances,Heater,PrimeTech,Winter,110338.69,13.04,Pandey-Sibal,4693
464,Winter Appliances,Geyser,BharatPro,Winter,6064.16,7.6,Mukherjee-Narang,2346
465,Winter Appliances,Heater,UrbanX,Winter,111487.58,16.01,"Dhar, Mishra and Srinivasan",1747
466,Winter Appliances,Heater,Zenith,Winter,111500.56,15.47,Sawhney and Sons,4669
467,Winter Appliances,Heater,PrimeTech,Winter,100240.74,18.62,"Bawa, Bahl and Zachariah",4478
468,Winter Appliances,Geyser,Zenith,Winter,90795.31,9.9,Gopal Group,692
469,Winter Appliances,Geyser,Nova,Winter,12173.45,13.13,"Varghese, Peri and Suresh",672
470,Winter Appliances,Geyser,PrimeTech,Winter,92396.18,38.42,Guha-Tak,3299
471,Winter Appliances,Geyser,Nova,Winter,76277.69,32.42,Chopra PLC,3740
472,Winter Appliances,Geyser,UrbanX,Winter,43019.44,37.94,Sunder Group,3587
473,Winter Appliances,Heater,PrimeTech,Winter,79450.29,8.0,"Shanker, Uppal and Bhagat",2469
474,Winter Appliances,Heater,Nova,Winter,10303.54,10.4,Subramaniam-Tata,1313
475,Winter Appliances,Geyser,BharatPro,Winter,43603.68,8.2,Baral PLC,2575
476,Winter Appliances,Geyser,BharatPro,Winter,91480.91,8.58,"Randhawa, Madan and Bassi",765
477,Winter Appliances,Heater,Zenith,Winter,54136.82,24.42,"Dube, Lad and Joshi",3392
478,Winter Appliances,Heater,Nova,Winter,11209.45,24.4,Modi PLC,4940
479,Winter Appliances,Geyser,Zenith,Winter,1974.7,19.48,Radhakrishnan-Dasgupta,743
480,Winter Appliances,Heater,PrimeTech,Winter,62771.99,28.99,Pradhan LLC,1438
481,Winter Appliances,Heater,BharatPro,Winter,36485.19,22.26,Atwal-Desai,568
482,Winter Appliances,Heater,Zenith,Winter,33477.44,15.49,Ranganathan-Pandey,680
483,Winter Appliances,Geyser,BharatPro,Winter,113334.56,30.23,Vora-Anne,4111
484,Winter Appliances,Heater,Zenith,Winter,13283.2,15.66,"Radhakrishnan, Sule and Tak",3291
485,Winter Appliances,Geyser,PrimeTech,Winter,45896.85,35.18,Sarma-Kaur,3656
486,Winter Appliances,Geyser,Zenith,Winter,97949.32,35.08,Baral-Ram,4919
487,Winter Appliances,Heater,BharatPro,Winter,38819.49,38.15,Chhabra PLC,1695
488,Winter Appliances,Geyser,BharatPro,Winter,21727.65,18.94,Zachariah-Master,2664
489,Winter Appliances,Geyser,Zenith,Winter,116147.69,32.37,Walia-Ram,2719
490,Winter Appliances,Geyser,BharatPro,Winter,98071.09,18.75,"Khatri, Venkataraman and Dada",982
491,Winter Appliances,Heater,PrimeTech,Winter,119673.16,11.3,Dara-Khalsa,4556
492,Winter Appliances,Heater,Zenith,Winter,113185.5,12.34,"Parikh, Bora and Lala",2436
493,Winter Appliances,Heater,Zenith,Winter,80920.83,9.87,"Krishnan, Deshpande and Purohit",2530
494,Winter Appliances,Heater,BharatPro,Winter,79210.22,30.03,"Maharaj, Borra and Walia",3138
495,Winter Appliances,Heater,Zenith,Winter,118888.72,21.77,"Kant, Parsa and Majumdar",3333
496,Winter Appliances,Geyser,PrimeTech,Winter,4893.44,38.89,Luthra Ltd,4448
497,Winter Appliances,Heater,Nova,Winter,92390.01,28.02,"Mannan, Solanki and Bajaj",2958
498,Winter Appliances,Heater,PrimeTech,Winter,5793.45,39.43,D’Alia Group,3323
499,Winter Appliances,Geyser,Zenith,Winter,13160.37,8.45,Sunder LLC,1868
500,Winter Appliances,Heater,Zenith,Winter,45207.29,21.21,Banik LLC,4871
501,Winter Appliances,Heater,BharatPro,Winter,119725.48,21.9,Madan-Mitra,2470
502,Winter Appliances,Geyser,Nova,Winter,14370.29,37.92,Dewan Inc,1210
503,Winter Appliances,Geyser,BharatPro,Winter,41496.47,32.45,Parsa Ltd,4318
504,Winter Appliances,Geyser,BharatPro,Winter,57401.42,20.34,Goyal Inc,3756
505,Winter Appliances,Geyser,Nova,Winter,36381.56,33.36,Pandya-Wadhwa,992
506,Winter Appliances,Heater,BharatPro,Winter,77932.41,28.7,"Trivedi, Boase and Lala",1396
507,Winter Appliances,Heater,PrimeTech,Winter,21347.16,10.6,"Handa, Biswas and Bora",4636
508,Winter Appliances,Geyser,Zenith,Winter,28206.74,19.18,Bal Group,1561
509,Winter Appliances,Heater,Zenith,Winter,47772.09,30.81,Sant PLC,1666
510,Winter Appliances,Geyser,PrimeTech,Winter,51831.56,5.16,Nadig LLC,1809
511,Winter Appliances,Heater,BharatPro,Winter,90402.9,33.31,"Prabhu, Rattan and Dalal",562
512,Winter Appliances,Heater,PrimeTech,Winter,22841.7,16.41,Doshi-Rana,3798
513,Winter Appliances,Heater,BharatPro,Winter,80648.82,22.13,Radhakrishnan and Sons,2617
514,Winter Appliances,Geyser,PrimeTech,Winter,47409.01,9.0,Sachdeva LLC,2933
515,Winter Appliances,Geyser,PrimeTech,Winter,21117.04,28.58,Kale-Badami,2486
516,Winter Appliances,Heater,UrbanX,Winter,37925.7,13.35,Mangat Inc,1008
517,Winter Appliances,Heater,BharatPro,Winter,83365.67,22.88,"Jaggi, Nigam and Deshpande",3476
518,Winter Appliances,Heater,PrimeTech,Winter,46353.34,11.5,"Cheema, Mutti and Munshi",4452
519,Winter Appliances,Heater,PrimeTech,Winter,20440.43,15.11,"Chandra, Raja and Barad",1582
520,Winter Appliances,Geyser,Zenith,Winter,74519.49,35.29,"Bhat, Ray and Balan",128
521,Winter Appliances,Geyser,UrbanX,Winter,23817.85,18.44,Jha-Bajwa,4650
522,Winter Appliances,Geyser,Zenith,Winter,82321.25,19.55,"Bora, Rajagopal and Deep",3686
523,Winter Appliances,Geyser,UrbanX,Winter,10379.14,6.08,"Batra, Pall and Setty",1856
524,Winter Appliances,Geyser,Nova,Winter,33344.92,23.82,Munshi-Khatri,1427
525,Winter Appliances,Geyser,PrimeTech,Winter,89230.93,31.81,"Lalla, Khare and Aggarwal",4553
526,Winter Appliances,Heater,PrimeTech,Winter,14147.69,32.13,Muni LLC,3055
527,Winter Appliances,Heater,Zenith,Winter,65789.22,39.64,Trivedi-Sidhu,888
528,Winter Appliances,Heater,BharatPro,Winter,105039.78,6.13,Rajan LLC,2202
529,Winter Appliances,Geyser,Nova,Winter,52968.85,39.79,"Dani, Sachdev and Walia",1991
530,Winter Appliances,Heater,PrimeTech,Winter,82851.46,35.14,Sangha-Om,3557
531,Winter Appliances,Heater,PrimeTech,Winter,17138.58,12.23,"Varma, Dada and Baria",1745
532,Winter Appliances,Heater,PrimeTech,Winter,42422.45,14.84,Kashyap-Bobal,4463
533,Winter Appliances,Heater,BharatPro,Winter,117490.52,15.24,Srinivasan Ltd,4741
534,Winter Appliances,Geyser,PrimeTech,Winter,118265.85,28.78,"Mammen, Lall and Munshi",830
535,Winter Appliances,Heater,Zenith,Winter,110292.86,39.74,Edwin Inc,1089
536,Winter Appliances,Heater,UrbanX,Winter,17976.09,16.27,"Andra, Suresh and Raju",2077
537,Winter Appliances,Geyser,Zenith,Winter,17489.51,27.13,Jaggi-Malhotra,3443
538,Winter Appliances,Geyser,Zenith,Winter,9524.19,32.81,"Murty, Rege and Lall",812
539,Winter Appliances,Geyser,PrimeTech,Winter,90101.38,29.31,Bera LLC,3073
540,Winter Appliances,Geyser,Zenith,Winter,39611.07,5.09,Barad-Mangat,813
541,Winter Appliances,Geyser,BharatPro,Winter,102087.7,32.85,Solanki and Sons,3308
542,Winter Appliances,Heater,Zenith,Winter,99069.29,22.32,Dhingra LLC,2694
543,Winter Appliances,Geyser,BharatPro,Winter,65903.61,9.57,"Prashad, Sanghvi and Murthy",4025
544,Winter Appliances,Geyser,Nova,Winter,5990.18,26.92,Banik-Karan,3814
545,Winter Appliances,Heater,Nova,Winter,111567.23,10.53,Sridhar Ltd,3789
546,Winter Appliances,Heater,Zenith,Winter,24677.03,29.1,Baria-Chauhan,1130
547,Winter Appliances,Geyser,UrbanX,Winter,104993.59,35.68,"Atwal, Munshi and Singh",814
548,Winter Appliances,Geyser,BharatPro,Winter,10349.25,28.26,Wagle Inc,1405
549,Winter Appliances,Heater,Zenith,Winter,75259.71,30.41,Nazareth-Sood,1968
550,Winter Appliances,Geyser,Nova,Winter,84591.92,5.04,"Ben, Apte and Pai",3956
551,Winter Appliances,Heater,UrbanX,Winter,71444.7,23.18,"Hayer, Dada and Rattan",3695
552,Winter Appliances,Heater,Nova,Winter,83623.85,33.6,"Tak, Dhillon and Apte",3509
553,Winter Appliances,Heater,Zenith,Winter,8963.98,18.41,Som-Atwal,889
554,Winter Appliances,Heater,BharatPro,Winter,44423.62,15.47,"Rastogi, Bedi and Kumar",3185
555,Winter Appliances,Heater,UrbanX,Winter,8675.19,24.72,Vyas Ltd,1394
556,Winter Appliances,Geyser,BharatPro,Winter,86830.63,26.98,"Sura, Rattan and Loke",1290
557,Winter Appliances,Geyser,PrimeTech,Winter,82544.66,35.1,"Biswas, Bawa and Dugar",760
558,Winter Appliances,Heater,UrbanX,Winter,90417.25,25.64,Natt Group,3195
559,Winter Appliances,Geyser,Zenith,Winter,38083.19,9.89,"Chokshi, Garde and Malhotra",2318
560,Winter Appliances,Heater,UrbanX,Winter,66630.9,26.0,Prabhakar LLC,2384
561,Winter Appliances,Heater,BharatPro,Winter,25050.76,26.24,"Singhal, Sani and Nazareth",1595
562,Winter Appliances,Geyser,BharatPro,Winter,77717.29,32.43,"Chowdhury, Bains and Anand",2010
563,Winter Appliances,Geyser,Zenith,Winter,13972.87,22.49,Chopra-Maharaj,4915
564,Winter Appliances,Heater,PrimeTech,Winter,106702.58,5.42,Nayar LLC,3008
565,Winter Appliances,Geyser,UrbanX,Winter,46727.17,34.36,"Kara, Tak and Ramaswamy",3497
566,Winter Appliances,Geyser,PrimeTech,Winter,82111.57,31.7,"Bassi, Murty and Pandit",647
567,Winter Appliances,Heater,PrimeTech,Winter,8570.14,14.18,Jain-Sridhar,376
568,Winter Appliances,Heater,Zenith,Winter,61039.97,27.0,"Verma, Majumdar and Nagarajan",4154
569,Winter Appliances,Geyser,Zenith,Winter,84366.37,7.88,Sem-Dugar,4445
570,Winter Appliances,Heater,BharatPro,Winter,10489.85,7.77,"Kade, Rao and Tella",1714
571,Winter Appliances,Heater,PrimeTech,Winter,39546.66,25.53,Dhingra Group,591
572,Winter Appliances,Geyser,Zenith,Winter,87730.03,34.63,Munshi-Char,524
573,Winter Appliances,Heater,Nova,Winter,110993.02,9.06,Mitter and Sons,500
574,Winter Appliances,Geyser,UrbanX,Winter,14773.44,29.78,Sarna LLC,142
575,Winter Appliances,Heater,Zenith,Winter,114385.44,23.31,Bansal-Nagarajan,2173
576,Winter Appliances,Heater,BharatPro,Winter,15668.21,32.34,Bera-Andra,2251
577,Winter Appliances,Heater,Nova,Winter,40533.82,20.03,Mani Ltd,4341
578,Winter Appliances,Heater,BharatPro,Winter,85622.63,25.18,Wason Group,681
579,Winter Appliances,Geyser,Zenith,Winter,61538.43,6.94,Narayanan-Bhatti,4693
580,Winter Appliances,Heater,BharatPro,Winter,19298.54,32.07,Baria-Varty,4751
581,Winter Appliances,Heater,UrbanX,Winter,89023.21,5.09,Nagarajan-Date,150
582,Winter Appliances,Heater,Nova,Winter,56875.87,18.4,"Hari, Pandey and Prakash",1279
583,Winter Appliances,Heater,Nova,Winter,66567.34,36.99,"Bains, Mangal and Sule",3485
584,Winter Appliances,Heater,BharatPro,Winter,30167.45,37.05,Anand-Chander,2670
585,Winter Appliances,Geyser,Nova,Winter,68798.55,9.18,Vohra-Hans,481
586,Winter Appliances,Heater,UrbanX,Winter,96618.39,39.35,"Yohannan, Brahmbhatt and Andra",3334
587,Winter Appliances,Heater,Zenith,Winter,103990.85,32.07,Bedi PLC,2595
588,Winter Appliances,Geyser,Nova,Winter,66594.42,5.28,Samra-Dua,1693
589,Winter Appliances,Geyser,PrimeTech,Winter,94248.61,30.89,Borra Group,2037
590,Winter Appliances,Geyser,BharatPro,Winter,71207.07,22.27,Wali Inc,1650
591,Winter Appliances,Heater,UrbanX,Winter,1262.16,19.35,Patil Ltd,1958
592,Winter Appliances,Geyser,Nova,Winter,114143.34,5.05,Dar LLC,3132
593,Winter Appliances,Geyser,Nova,Winter,25020.73,39.41,Sant PLC,3489
594,Winter Appliances,Geyser,Nova,Winter,116720.83,9.98,Dugar-Tailor,2342
595,Winter Appliances,Heater,Nova,Winter,110592.29,36.41,Mallick Group,4307
